date,market,entity,player_id,team,proj,z,price,rank,pa,on_board
2026-08-21,TB,Matt Olson,621566,ATL,15.76,1.20451,194,1,557.0,Y
2026-08-21,TB,Yordan Alvarez,670541,HOU,4.88,1.14394,100,2,553.0,Y
2026-08-21,TB,Drake Baldwin,686948,ATL,21.83,1.14174,208,3,466.0,Y
2026-08-21,TB,Byron Buxton,621439,MIN,2.23,0.99578,105,4,387.0,Y
2026-08-21,TB,Michael Harris II,671739,ATL,9.42,0.96412,187,5,487.0,Y
2026-08-21,TB,Joshua Baez,695491,STL,19.42,0.92226,179,6,30.0,N
2026-08-21,TB,Shohei Ohtani,660271,LAD,1.94,0.88632,-104,7,540.0,Y
2026-08-21,TB,Abimelec Ortiz,694673,WSH,4.96,0.88112,145,8,52.0,N
2026-08-21,TB,Bryce Harper,547180,PHI,2.84,0.85272,120,9,546.0,Y
2026-08-21,TB,Ryan Jeffers,680777,MIN,4.46,0.84664,140,10,259.0,Y
2026-08-21,TB,Kody Clemens,665019,MIN,5.17,0.8177,148,11,449.0,Y
2026-08-21,TB,Bobby Witt,677951,KC,2.26,0.81184,110,12,486.0,Y
2026-08-21,TB,Alec Burleson,676475,STL,17.83,0.77555,188,13,544.0,Y
2026-08-21,TB,Ben Rice,700250,NYY,3.39,0.73837,138,14,523.0,Y
2026-08-21,TB,Miguel Vargas,678246,CWS,6.78,0.73343,133,15,551.0,Y
2026-08-21,TB,Willson Contreras,575929,BOS,-1.44,0.72733,135,16,479.0,Y
2026-08-21,TB,Griffin Conine,665052,MIA,2.72,0.71516,155,17,198.0,Y
2026-08-21,TB,Trevor Larnach,663616,MIN,16.17,0.70863,200,18,377.0,Y
2026-08-21,TB,Luis Garcia,671277,NYY,-0.13,0.70041,129,19,374.0,Y
2026-08-21,TB,Kyle Schwarber,656941,PHI,1.72,0.68554,110,20,545.0,Y
2026-08-21,TB,Oneil Cruz,665833,PIT,20.23,0.66769,191,21,290.0,Y
2026-08-21,TB,Jac Caglianone,695506,KC,-1.7,0.66543,110,22,461.0,Y
2026-08-21,TB,Brandon Lowe,664040,PIT,4.16,0.62302,171,23,531.0,N
2026-08-21,TB,Ronald Acuña Jr.,660670,ATL,16.28,0.6156,195,24,334.0,Y
2026-08-21,TB,Fernando Tatis,665487,SD,0.82,0.61464,120,25,555.0,N
2026-08-21,TB,Josh Bell,605137,MIN,3.47,0.60412,154,26,499.0,N
2026-08-21,TB,Mike Yastrzemski,573262,ATL,16.97,0.59871,394,27,320.0,Y
